,tweet,source,tweet_id,user_id,Impoliteness,Intolerance,uncivil_confidence,uncivil_binary_label,bin_confidence,impo_alon,into_alon,note_alon
10441,Hamas once again cynically using medical entry permits reserved for Palestinians in despair need of medical care to advance their terrorist aims. Yet the international community criticizes Israel! @LINK,active_learning,1.49466E+18,93637779,0,0,0.666666667,0,0.666666667,,,
10442,"@USER Plus there are 11 million undoc., many of whom would get citizenship if Dems pushed a legalization. Plus more if they helped immigrants here on visas too. Dems would gain lifelong voters if they were good to immigrants. This will last a generation. @LINK",active_learning,1.49E+18,1.38544E+18,0,1,0.666666667,1,1,,,
10443,@USER @USER too. What a shame on Calgary's finest joining forces with the tyrant. What a shame. I always supported our police. I'm sure they have families too. But no heart.,twitter_features,1.49489E+18,1.48679E+18,1,0,0.75,1,1,,,
10444,@USER In my opinion whenever a corrupt Democratic Party is in control I consider it child abuse. Citizen abuse. And American abuse.!,random,1.49078E+18,1.46859E+18,0,0,0.75,0,0.75,,,
10445,@USER The open businesses are making BANK and everyone is healthy and friendly Too bad fake news scared them. They are too dumb to remember that mandates KILLS businesses,twitter_features,1.49284E+18,1.48717E+18,1,0,0.75,1,0.75,,,
10446,"So True, but why? Well I guess Democrats prove every day they own the HYPOCRISY that shadows our lives everyday. @USER",active_learning,1.49178E+18,816057008,0,1,0.666666667,1,1,,,
10447,"@USER Just 81% of Republicans are totally OK with continued racism and inequity. Honestly, we're surprised it's so low. #Resist #Remove #wardonkey #VoteBlue2022",active_learning,1.49E+18,1.05448E+18,0,1,0.666666667,1,0.666666667,,,
10448,@USER Same goes for eastern Washington State's Rep. @USER Rodgers! She's a career politician who fully supports the #TrumpCult .,high_pmi_accounts,1.49377E+18,97272374,1,0,0.666666667,1,1,,,
10449,"@USER If you lied, admin it and move on. Everyone has a skeleton in the closet. I guess you parents never taught you about not lying and if you do lie, when your caught, not to lie to cover the lie you were caught on.",perspective_features,1.49124E+18,1.41243E+18,1,0,0.666666667,1,0.666666667,,,
10450,"We must never forget the atrocities of the Holocaust. On #HolocaustRemembranceDay, we honor the memory of over 6 million Jews who were murdered by pure evil. #NeverForget. #NeverAgain. @LINK",perspective_features,1.48676E+18,1.34401E+18,0,0,1,0,1,,,
10451,our govt is failing us. repubs in minority bc of lack of do something and dems are worse. thanks to the rinos. @USER @USER @USER,active_learning,1.49507E+18,1.48436E+18,1,0,0.666666667,1,0.666666667,,,
10452,"As we come together for holiday gatherings this year, please continue to use caution, especially if you or your loved ones feel sick. CDC advises people to limit the size of their gatherings & take extra precautions to protect unvaccinated members. @LINK",random,1.46E+18,1.35197E+18,0,0,1,0,1,,,
10453,"It appears that AOC could care less or approve Moderate Democrats (which make up barely 10% of the Democratic Party) Staying or Leaving the Party! Why? She plans to Take over the Party and run it Her Way! We Believe that If she Don't Get Her way, she may pitch a fit & jump SHIP!",active_learning,1.49106E+18,1.42927E+18,0,0,0.666666667,0,0.666666667,,,
10454,"THEY DONT DESERVE OUR AMERICAS MONEY AND THEY NEVER HAVE!! DOES ANYONE KNOW WHY WE GIVE THOSE COUNTRY MONEY? THEY SEND THEIR MURDERERS, GANG MEMBERS, AND PEDOPHILES. THEY END UP ON WELFARE AND GET FREEBIES FOR BREAKING THE LAW. STOP THE INVASION NOW https://t.co/xlsZbHPms2",alon_for_train,1.11312E+18,2243901888,1,1,,1,1,,,
10455,"Without election reform, the Democrats will do the same thing in 2024. Republicans will never win again. Election Integrity!",high_pmi_accounts,1.49543E+18,1.47653E+18,0,0,0.666666667,0,0.666666667,,,
10456,"@USER @USER They are close enough for politics. Fried is running for FL gov and will lose. The top tweet supports vaccine mandates to work, eat, school, and live in general. The bottom one says she doesn't support the first. FL has been mandate free for a yr +. They don't want Fried. @LINK",high_pmi_accounts,1.49505E+18,1.12835E+18,1,0,0.666666667,1,1,,,
10457,"Checking out ""19 GOP Senators voted FOR Funding Tyranny - forcing Americans to"" on Tea Party Command Center: @LINK",active_learning,1.49504E+18,70429115,0,1,0.666666667,1,1,,,
10458,Fed Refuses To Release 60 Pages Of Correspondence On Pandemic Trades Scandal @LINK #AuditTheFed #EndTheFed,random,1.49166E+18,7.0278E+17,0,0,1,0,1,,,
10459,"Greenacres Says, Readin, riting, and rithmatic should be the focus of education that ""WE THE PEOPLE ""Pay for -- NO Propaganda! Eliminate the Socialist Democrats 2022/2024! @LINK",active_learning,1.49114E+18,4230478553,1,0,0.666666667,1,1,,,
10460,"@USER @USER Rogan is hardly spreading misinformation! He is one of the FEW people who are asking the hard questions that we all WANT ANSWERS to. He is getting BOTH SIDES to the story and is not AFRAID to investigate like our journalists USED TO DO, before they sold out to the Far Left Wing.",active_learning,1.48923E+18,1.48758E+18,0,0,0.666666667,0,0.666666667,,,
10461,"@USER Trump signed the Accords... He reached out to the Taliban, and Joe has a choice-- break America's solemn word, or act. Meanwhile, Trump sells Top Secrets to highest bidder-- Putin... And you still believe in the toilet fourflusher...",twitter_features,1.49204E+18,1.48646E+18,0,0,0.666666667,0,0.666666667,,,
10462,"@USER @USER Do you have the same concern for those with vaccine adverse reactions? Or the fact that treatments (monoclonal) were available and could have saved many. Omicron is a cold, it's not the same virus we had and that's a good thing.",high_pmi_accounts,1.49543E+18,20335313,0,0,1,0,1,0,0,
10463,learn to surround yourself by those who are there from the UP TO DOWN. watch out for those who only come crawling when success have reached your doorstep 1 YEAR =365 OPPORTUNITY-I will be glad to explain to you how you can make outcome by invest. this is the right time to invest.,random,1.48925E+18,1.46869E+18,0,0,1,0,1,,,
10464,Denying innocent people access to humanitarian assistance is a crime against humanity. To watch this satanic act in silence is to be complicit in the crime @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER,active_learning,1.48E+18,3073382163,0,0,0.666666667,0,0.666666667,,,
10465,"@USER @USER @USER @USER @USER That's not what I am seeing and reading. Maybe you should check the vaccine side effects database. Blood clots, enlarged hearts, miscarriages', babies dying after breastfeeding from vaccinated women. No thanks. My entire family had your supposed deadly virus with hardly a sniffle",random,1.45099E+18,3416496227,0,0,1,0,1,,,
10466,"@USER Democrats want to help Americans, not kick them to the curb when they're not useful anymore like TRUMPLICANS, YOU MUST GO, VOTE OUT HAGERTY, 2026! @USER",active_learning,1.48E+18,1.16797E+18,0,1,0.666666667,1,1,,,
10467,@USER Now vote Republicans into office and save our schools and city.,random,1.49417E+18,1134753494,0,0,1,0,1,,,
10468,How many times do Democrats have to pull the economy out of the toilet after Republicans crash it before people wake up to reality??? @USER,active_learning,1.49364E+18,906104850,0,0,0.666666667,0,0.666666667,,,
10469,"@USER GOOD! It's about time the people behind the riots started paying for their stupidity. How about kamala Harris starting a go fund me page, for bail money for the criminals? I know it's not against the law, but it show she likes that kind of violence against Americans.",perspective_features,1.49E+18,1.48419E+18,1,0,0.666666667,1,0.666666667,,,
10470,"So to please Bernie, aoc, etc., Biden wants to forgive student debt for many low and middle income borrowers. Again, let's punish higher income people? Ridiculous!!",alon_for_train,1.24864E+18,7.69947E+17,1,0,,1,1,,,
10471,@USER You better talk to Graham and McConnell two of the most useless Republicans in Congress,twitter_features,1.48854E+18,1.48708E+18,1,0,1,1,1,,,
10472,This is criminal. This POS #communist #politician STOLE MY TAX DOLLARS AND GAVE THEM TO A #RACIST #CRIMINAL #TERRORIST ORG. LOCK THE #TRAITOR UP FOR LIFE @LINK,active_learning,1.48929E+18,1.31213E+18,1,0,1,1,1,,,
10473,"@USER I don't see anywhere on your page where you allocate a special remembrance of the day, or should I say ""Months"" when BLM destroyed our cities across the country???",active_learning,1.49E+18,1.48351E+18,0,0,0.666666667,0,0.666666667,,,
10474,"@USER If you want us to burn the White House down again, keep talking :)",alon_for_train,1.4923E+18,22319883,0,1,,1,1,,,
10475,"@USER @USER @USER Wrong, it's your silly liberal kindergarten teachers telling kids that if they are touched by their parents to call the police or child protection services. These kids then think they are untouchable. If it was mine he would be black and blue.",perspective_features,1.48389E+18,59619914,1,0,1,1,1,,,
10476,"@USER @USER I'd point out it's just like Republicans fighting each other, but that would be falling to your low-brow snarky way of thinking - that helps nobody. #USA #Patriot #Truth #REALITY #America #GOPCoup",active_learning,1.49187E+18,1.31429E+18,0,1,0.666666667,1,1,,,
10477,"#FeaturedFactFriday: Did you know that reimbursements for DXA tests have increased by 15% in hospitals since 2006, while office reimbursements have decreased by 72%? #BoneHealth #DXAStrong @LINK",random,1.49E+18,1.39511E+18,0,0,1,0,1,,,
10478,@USER Totally expected. History should be eliminated if we cannot tell the history about all Americans. We also have Latino and Asians in our country and their history should be known. These parents are ignorant and they are keeping our American kids ignorant compared countries.,perspective_features,1.49E+18,8.52154E+17,0,0,0.75,0,0.75,,,
10479,@USER You didn't any new jobs the people return to work. Your party also fired a lot of good people who took care of the sick.,active_learning,1.49472E+18,1.47927E+18,0,0,0.6,0,0.6,,,
10480,"@USER @USER @USER @USER No, that is incorrect. Being vaccinated does not dcrease your risk of getting C19. In fact, being vaccinated can make it easier 4 the virus to enter the body & replicate. Deal w/it. Fauci and his vax extortionists, I mean pushers, I mean activists played some of us for fools.",perspective_features,1.48541E+18,1.47226E+18,0,0,0.666666667,0,0.666666667,,,
10481,It's the CIA involved. Reason they had to report many pedophiles within their ranks. Access to those tools to exploit children and powerful people. Where are they now? @LINK,high_pmi_accounts,1.49505E+18,193744364,0,0,0.666666667,0,0.666666667,,,
10482,Gingrich Declares Federal Crime For J6 Dems - Here's His Punishment @LINK via @USER,active_learning,1.48639E+18,72878948,0,0,0.75,0,0.75,,,
10483,"@USER @USER What abt @USER/@USER's Meet the Press/MTP Daily helping people like Scalise/Kramer to spread lies? Or Face the Nation platforming Cruz? Or @USER, plugging Hawley's book? Or CNN's Being Christie/Melania? Care to discuss how US mainstream media is normalizing fascism?",active_learning,1.46294E+18,1.45531E+18,1,0,0.666666667,1,0.666666667,,,
10484,Sen. John Barrasso: Democrats Are Doing 2 Things About Crime: Making it Worse and Trying to Avoid Blame @LINK,active_learning,1.4948E+18,1.37938E+18,0,0,0.666666667,0,0.666666667,,,
10485,"Justice Department faces challenges with Oathkeepers case @LINK First of all, Prosecution must prove that the suspects were of an organized group that they know each other and had been planning as a GROUP to attack the Capital and not as a Mixed bunch of",random,1.48275E+18,72878948,0,0,1,0,1,,,
10486,"@USER You know how @USER deflects attention from your above statement? Make EVERYTHING about your predecessor and the events of January 6th. In reality, Biden really is the Biggest Idiot Democrat Ever Nominated!",perspective_features,1.48133E+18,1.46899E+18,1,0,1,1,1,,,
10487,"'Every time your parents try to raise you, to teach you right from wrong, the government come in and try to run your household'.... #news #politics #democrats #WordsOfWisdom @LINK",active_learning,1.49329E+18,1.11867E+18,0,0,1,0,1,,,
10488,Psaki blames 'hate-filled rhetoric' about COVID-19 origins for hate crimes targeting Asian Americans @LINK #FoxNews,active_learning,1.49376E+18,384513386,0,1,1,1,1,,,
10489,@USER It's the result of jobs opening back up due to the Pandemic shutting n g them down you dope,perspective_features,1.49042E+18,1.48777E+18,1,0,1,1,1,,,
10490,The essence of political correctness is no more than what the Democratic Party insist to be truth. via @USER @LINK,active_learning,1.49372E+18,2916937687,0,0,1,0,1,,,
10491,@USER I know you like to joke but this is frightening. This is what communist countries do to their citizens. We are losing our freedoms. No matter what party you affiliate with those in power will take away your freedoms if they can as the ruling class.,active_learning,1.49214E+18,1.45131E+18,0,0,1,0,1,,,
10492,@USER @USER Moron. Vax does not prevent Covid or prevent the spread. The vax is far from 100% effective.,perspective_features,1.48966E+18,1.48653E+18,1,0,1,1,1,,,
10493,"God. Is not congress and the government , God. Is a bleach of heaven ! @USER",active_learning,1.48829E+18,1.45017E+18,0,0,1,0,1,,,
10494,@USER What u should be doing is working on the CTC it's already been 2 months now going on 3 months we need emergency stimulus checks u Democrats aren't helping American families parents our kids buy lies u telling people that the money coming when you have no idea when the money is,active_learning,1.49E+18,1.34514E+18,1,0,0.8,1,1,,,
10495,When these young woke assholes start getting drafted and girls as well now then you will see an uprising. As long as everybody else is doing the fighting all is well. Why the hell is the US always in a war? WHY? Because of the Military Industrial Complex.,active_learning,1.4894E+18,1.4858E+18,1,0,0.666666667,1,1,,,
10496,Perhaps bringing focus that extremists of any special interest are most likely destroying what they are sadly uneducated lacking factual data and refusing to be accountable or responsible for their words or actions as their initiative is far from continuous improvement @LINK @LINK,active_learning,1.49488E+18,1.44E+18,1,0,0.6,1,0.8,,,
10497,"@USER Sometimes I think we're waiting for these fascists to don the brown uniforms, slap on the Nazi symbol, and do a little Heil Hitler salute. This won't look like your grandparents' fascism. Teachers, librarians, election volunteers, nurses etc- These are on the firing line today",active_learning,1.49468E+18,1.30673E+18,1,0,0.75,1,1,,,
10498,"@USER Does @USER have a powerhouse group of Democrats like The Federalist Society, Leonard Leo, to be planning ahead for SCOTUS? Thomas & Kavanaugh should be investigated. TFG assumes his justices will save him. @USER @USER @USER",high_pmi_accounts,1.49E+18,833820289,0,0,1,0,1,,,
10499,@USER @USER The only people that have been trying to destroy our Republic is the Democrats! From day 1 they started the Russian Collusion hoax and it went on from there! The election was clearly stolen and now we have even more video evidence that Georgia was stolen! More to follow....,active_learning,1.4792E+18,1.45789E+18,0,1,1,1,1,,,
10500,"@USER This has never happened in this nation ever. But this is the way the GOP is taking our nation. All for one Man. I said 4""years ago on Twitter if the republican party ever got back into office they would make sure they would never give it up. Hello here we are. @LINK",active_learning,1.48E+18,1.47085E+18,0,1,0.666666667,1,0.666666667,,,
10501,@USER They cant stop Fani Willis. They cant stop Tish James. They cant stop the civil suits that just moved forward against them under the KKK act. He will burn no matter what happens in 2022.,random,1.4949E+18,1.42406E+18,0,0,1,0,1,,,
10502,@USER @USER @USER Greedy coal executives didn't even want to take care of workers they poisoned,active_learning,1.48895E+18,1.48273E+18,1,0,0.666666667,1,0.666666667,,,
10503,@USER @USER Remember Virginia where democrats got absolutely pasted and lost the state legislature to Republicans. Follow @USER and you will get the real deal. His Telegraph page is the absolute BEST! @LINK,high_pmi_accounts,1.49084E+18,65490154,0,0,1,0,1,0,0,
10504,America being destroyed by Americans themselves. These tyrants need to check their loyalties. And where are communication councils on this and all the other horror they unleash on the people? @USER,active_learning,1.38251E+18,216848040,0,0,0.666666667,0,0.666666667,,,
10505,"Watch: DC Mayor's Former Spox Turns on Biden, Says Nightmare of a Presidency Turned Him Republican via @USER @LINK",active_learning,1.4676E+18,2317925598,0,0,1,0,1,,,
10506,"As Biden's numbers go down, down, and @LINK burden of proof him being a legit elected prez with 81 ml votes gets harder and harder...impossible. @LINK",active_learning,1.48139E+18,1.15076E+18,0,0,0.666666667,0,0.666666667,,,
10507,"@USER Russia is a nuclear armed bear entering a demographic death spiral coupled with oil supplies expected to markedly decrease by 2035 is why Putin wants Ukraine. A democratic, prosperous western looking Kiev as an EU member will hasten Russias collapse and China grabs Siberia.",high_pmi_accounts,1.49483E+18,1.473E+18,0,0,1,0,1,,,
10508,Providing feedback on the TurdoTax help section: confusing. I am trying to do my taxes high as hell.,random,1.49189E+18,1.02429E+18,1,0,0.666666667,1,0.666666667,,,
10509,"I am tired of all of you! Dems have lost their fricking minds, Republicans bitch then go back and sit in their office and play with themselves! Worthless all of you! Dumbing down has worked because what good smart person with integrity would even think about running. @LINK",active_learning,1.48738E+18,1.42828E+18,1,0,0.666666667,1,1,,,
10510,"@USER 2. Many athletes have bought into the collectivist schtick, & it shows. They're not contending for their nation's honor. Many of them are only trying to win a soapbox on which to trash their own country. Who wants to see that? 3. It's in China. Who wants to support that?",random,1.49086E+18,1.44989E+18,0,0,1,0,1,,,
10511,Will Putin invade Ukraine on President's Day? What a slap in the face to Joe and his weak underlings if that unfolds.,perspective_features,1.49576E+18,392869003,1,0,1,1,1,,,
10512,"@USER @USER @USER @USER Manipulates the system. It's crazy to me that people read that and think to themselves.. ""This is 100 percent true and the democratic party never does anything like this.""",active_learning,1.40195E+18,1.21943E+18,1,0,0.666666667,1,0.666666667,,,
10513,Just like Obama held Syria responsible? Your bias is showing. Typical. @USER @LINK,active_learning,1.06542E+18,98750621,1,0,0.666666667,1,0.666666667,,,
10514,My 82-year-old uncle pays a phone bill every month and RARELY has service. He fell a couple of months ago and could not call for help. This is UNACCEPTABLE! This has been a problem for YEARS! @USER this needs fixed. REALLY FIXED!,alon_for_train,1.4354E+18,3417351,0,0,,0,1,,,
10515,"@USER Hi AOC, Tara Reade wants to speak with you when you get a minute. If you continue to ignore her allegations we can only assume you're a disgusting hypocrite who cares about her political future over women's rights. Choose.",perspective_features,1.46628E+18,1.45174E+18,1,0,0.666666667,1,0.666666667,,,
10516,@LINK It is sinful to blame the present generations for sins of their ancestors. Did the present generations benefit from the wretched actions of their ancestors? Yes they did. Did they have say in that? No they did not. Stop blaming [through implied news] them.,active_learning,1.45823E+18,73429328,1,0,0.666666667,1,1,,,
10517,@USER What will it take for the republican party to get rid of mitch mcconnell?,active_learning,1.49125E+18,1.43649E+18,0,1,0.666666667,1,0.666666667,,,
10518,"@USER @USER Horrifying & Wrong to suspend her after comments about the Holocaust was ""not about Race"" especially after she apologized on air with an expert verify her error. Many others have mispoken & not suspended this is ""Racist"".",active_learning,1.49E+18,1.44167E+18,0,0,0.666666667,0,0.666666667,,,
10519,"@USER @USER You are a shit stirer,,,. Whoop,, and you went to far,, your punishment,. Is not the two weeks,,, that was in your benefit,,. It will come after your back,, when your co workers turn on you,,,",twitter_features,1.48882E+18,1.48701E+18,1,0,1,1,1,,,
10520,"@USER If The People don't obey, power will rob them for their money & lives. #Mafia #Decentralization #2ndAmendment @LINK",active_learning,1.4955E+18,1.48728E+18,1,0,0.666666667,1,0.666666667,,,
10521,"@USER @USER @USER Because they are working on election fraud, fighting the usual overspending nature of the Democrat @LINK to help businesses that are still able to open their doors survive, trying to help schools wade through the mess the democrats have caused... THE IMPORTANT THINGS",active_learning,1.47624E+18,1.46222E+18,0,0,0.75,0,0.75,,,
10522,"This wonderful little girl has succumb to her injuries, after being gunned down in Houston on valentines day. You would think kids like this little girl would be one of blm's and civil activities top priorities.But sadly it's not even close. Violent criminals are their prioritie @LINK",high_pmi_accounts,1.49395E+18,2467738970,0,0,0.666666667,0,0.666666667,,,
10523,"The racism that drove lynchings 100 years ago persists today, in more subtle ways @LINK",high_pmi_accounts,1.50E+18,3315643758,0,0,1,0,1,,,
10524,A generation has been destroyed. Happy @USER you are responsible for this! #UnmaskOurKids @LINK,active_learning,1.49126E+18,1.48563E+18,1,0,1,1,1,,,
10525,"@USER So, Now we just vote by race ? How does this sound ?",twitter_features,1.49467E+18,1.48682E+18,0,0,1,0,1,,,
10526,"As a Marine, physician, and in ministry, I am always ready to serve my community. I am honored by the outpouring of support of the 28 Congressmen who have endorsed our campaign for Georgia's 6th district! #gapol #ga06 @LINK",high_pmi_accounts,1.46577E+18,1.13671E+18,0,0,1,0,1,,,
10527,@USER Except Mitt Romney and a few other rhinos. The republican majority are perfectly fine and will be perfectly fine.,active_learning,1.39393E+18,963931525,0,0,1,0,1,,,
10528,@USER @USER Gay couples can not reproduce. Pretty simple reason for not wanting your child to be gay or see it as equal to the traditional family. It's not equal for children at all. Massive evidence proves a mom and dad in the home are best environment for children.,alon_for_train,1.49417E+18,1.44082E+18,0,1,,1,1,,,
10529,@USER Let's call the Republicans in Congress what they have become..... Fascists.,perspective_features,1.4309E+18,1.41829E+18,0,1,0.666666667,1,1,,,
10530,"@USER The cryptic communists have taken over, not only your party, but every federal agency and the Whitehouse itself.",active_learning,1.49433E+18,1.24505E+18,0,0,0.666666667,0,0.666666667,,,
10531,JUST IN: House Republican Leaders Blast Biden For 'Worsening Covid Crisi... @LINK via @USER The DANGER lies in the Hospitals.! Stay out of Hospitals and use your local Doctor.!,active_learning,1.48531E+18,72878948,0,0,0.666666667,0,0.666666667,,,
10532,"Republican voter suppression cheating tactics in plain site to steal elections. We must vote every anti-Democratic, anti-American seditious GOP Authoritarian out of office for our Democracy to survive. ALL American Voters deserve easy access to their right to vote! #VoteBlue2022 @USER",active_learning,1.50E+18,9.96585E+17,0,0,0.666666667,0,0.666666667,,,
10533,@USER @USER 7% of the population commits 55% of the murders. Is that sane? Or insane?,perspective_features,1.49543E+18,1.48644E+18,0,0,0.666666667,0,0.666666667,,,
10534,"@USER remember, this is civil suit about the riot. Don Jr & Rudy face Life in Prison for PLANNING Jan 6th when those crimes are fully investigated. This is civil trial about actual damage done",random,1.49479E+18,17477864,0,0,1,0,1,,,
10535,The @USER are insincere agents in our Democracy. They should be banished. @LINK,active_learning,1.49E+18,502406727,1,0,0.666666667,1,0.666666667,,,
10536,@USER @USER @USER Of course. I never said anything about not being wrong or hating anyone. Working people are upset because of what is being done to our nation. And the hypocrisy of the far left. Always attacking anyone that supported Trump or doesn't agree with you. That's why I'm upset,active_learning,1.48632E+18,1.4777E+18,0,0,0.666666667,0,0.666666667,,,
10537,"@USER @USER Kamala? Lol! She couldn't even make it to the inauguration of that socialist in Venezuela on time! She is almost a worse failure than Biden, but not quite! Trump will steam roll Biden again! It won't be close, because Democrats won't be able to send out ballots to everyone!",active_learning,1.48832E+18,1.45789E+18,1,0,0.6,1,1,,,
10538,@USER please speak up on behalf of the Food Community & ask Congress to Refill the Restaurant Revitalization Fund. #ReplenishRRF @LINK,random,1.47E+18,1.45236E+18,0,0,1,0,1,,,
10539,"@USER As much as you have a point, using hyperbolic rhetoric like ""slammed"" just stoops to the level of #DemIdiot commentators.. You seem to be doing more of this lately.. please stop, just tell it is, either way @USER looks like an idiot, and you don't even need to say anything.",twitter_features,1.48723E+18,552084549,1,0,0.666666667,1,1,,,
10540,"@USER Because the Republican party is all about fascism and idolatry. They hate our nation and the form of government it has, they have convinced people that voting is useless and that people should WANT to be ruled. And people yawn... @USER",active_learning,1.50E+18,1.44111E+18,0,1,0.75,1,0.75,,,
10541,"WOW!!! so accdg to the representative, parents who CAN'T afford to send their children to a private school, HAVE to allow the democrats to continue harming their children's psychological & physical health w/ their mandates... @LINK",active_learning,1.49382E+18,88991844,0,1,0.666666667,1,1,,,
10542,Kuddos to Kevin McCarthy rejecting to testify at the illegal Jan 6 Committee. Czar Witch Pelosi and 2 rejects from GOP are trying to continue to box in Trump. It ain't going to happen with GOP Leaders like Kevin. To Hell with this illegit committee. Red Tide in November.,active_learning,1.48163E+18,439199075,1,0,0.666666667,1,1,,,
10543,"Kevin McCarthy (@USER) is in the news today. Despite the the fact that he wants to be Speaker of the House, he also has to run for re-election! We wonder if any of his challengers are Gun Sense candidates? @USER @USER @USER",high_pmi_accounts,1.48E+18,1.46651E+18,0,0,1,0,1,,,
10544,"January 6th is forever a reminder of the delicacy of our democracy. It is fragile, breakable. It is our job to protect it, and our duty to preserve it for future generations.",high_pmi_accounts,1.47914E+18,602444515,0,0,0.666666667,0,0.666666667,,,
10545,Maria Bartiromo Asks Whether Dems Are Using 'a Ruse' to Distract Public from Clinton's 'Infiltration' Scandal via @USER @LINK,active_learning,1.49361E+18,1.44434E+18,0,0,0.75,0,0.75,,,
10546,@USER What are you going to do after Trump leaves office.... He rents so much space in your head it's hilarious. You poor sad old man. You are getting ready to lose your identity.,perspective_features,1.34427E+18,506183362,1,0,1,1,1,,,
10547,Texas just quietly launched a campaign to delete the existence of LGBTQ people #SmartNews @LINK,high_pmi_accounts,1.4491E+18,1.40136E+18,0,1,1,1,1,,,
10548,@USER Since May 2020 we knew this was a disease of the elderly and the compromised and that kids were not at @LINK still had a recovery rate of @LINK and the CDC buried thier own study that showed no statistical difference in transmission for masked or unmasked schools,random,1.49187E+18,1.47413E+18,0,0,1,0,1,,,
10549,@USER Are you counting the 2.2 million illegal immigrants you allowed to Is invade our borders. Just asking for a friend. Those same people don't have a computer or laptop.,twitter_features,1.49504E+18,1.47927E+18,0,0,1,0,1,,,
10550,"@USER That's a really important matter, not just for the businesses, but, nobody cares. Pathetic.",perspective_features,1.47406E+18,1.36457E+18,1,0,1,1,1,,,
10551,"Amhara civilians are targeted in massacres by terrorist groups TPLF, OLF/A, @USER & his officer @USER. #StopAmharaGenocide #AbiyToICC #TPLFToICC @USER @USER @USER @USER @USER @USER @LINK",active_learning,1.4958E+18,7.88619E+17,1,0,0.666666667,1,0.666666667,,,
10552,POPULAR. SIGH...HOW PARANOID N SKEPTICAL NOT TO MENTION DIVIDED WE HAVE BECOME? NEXT U R GOING TO ACCUSED YOUR LEADERS OF COZING THIS!,random,1.43356E+18,2293671680,1,0,0.666666667,1,0.666666667,,,
10553,These are the people running our country? We are a laughing stock. @LINK,high_pmi_accounts,1.49214E+18,1.39211E+18,1,0,0.666666667,1,0.666666667,1,0,
10554,Let all the butthurt haters of the #Chiefs keep crying. Like liberal tears; I relish those tears too. Solve your problem by getting your team to improve!,active_learning,1.48577E+18,1.29256E+18,0,1,0.666666667,1,0.666666667,,,
10555,"The Biden administration says the free crack pipes are to help with racial equity. So they assume that all black people smoke crack, got it. Glad black people aren't as stupid as liberals think and are realizing who they are to democrats, pawns not citizens. @USER",perspective_features,1.49373E+18,1.48678E+18,1,1,0.666666667,1,1,,,
10556,"People are fleeing the bad policies of blue states seeking the lower taxes, more freedom and better opportunity red sates provide. In November, they must remember why they left those blue states and quit voting for the same Democrat run governments that ruined their old states @LINK",high_pmi_accounts,1.4738E+18,1.13671E+18,0,0,1,0,1,,,
10557,GOP plans to undermine Social Security and Medicare if it wins back House majority @USER @USER,active_learning,1.49428E+18,16711026,0,0,1,0,1,,,
10558,@USER So you support putting out misinformation on social media? When did Republicans start siding with lies and half truths?,active_learning,1.48184E+18,1.40248E+18,0,1,0.6,1,1,,,
10559,@USER Parents should make the choice about discussions with kids about their sexual orientation. If it was up to liberals they would indoctrinate all kids at school,active_learning,1.49115E+18,1.39188E+18,0,0,0.666666667,0,0.666666667,,,
10560,@USER That's terrible. How does bullying get so bad without any adults noticing anything?,twitter_features,1.49297E+18,1.48648E+18,1,0,0.666666667,1,0.666666667,,,
10561,Obama's Homeland Security Director Complains Trump Is Scaring Off Illegals (VIDEO) @LINK,active_learning,8.89589E+17,259083601,0,0,0.8,0,0.8,,,
10562,"We'll have a whole new civil-rights war to wage, and this one is going to split previously progressive activists in two. There will be no shortage of folks who gave blood, sweat, and tears for the rights of marginalized humans who won't see AI as being worthy of the same.",twitter_features,1.48E+18,47798512,0,0,0.666666667,0,0.666666667,,,
10563,@USER Elections - and they think we will all forget about this by November.,high_pmi_accounts,1.49084E+18,1.32341E+18,0,0,1,0,1,,,
10564,"@USER You are such a phoney. Do you really think that the people of Virginia swallow your ""I'm the great savior of the poor"" platform. Now get back to work and bring in more opportunities for the poor to gamble away their lives",perspective_features,1.47111E+18,1.04174E+18,0,0,0.6,0,0.6,,,
10565,"as a Republican, I have absolutely no faith in McConnell, McCarthy or Ronna McDaniel. They are not for the people. See their similarities lol. May have to become a libertarian",active_learning,1.49182E+18,36965126,0,0,0.666666667,0,0.666666667,,,
10566,"@USER Yeah Biden promised unity and the majority of republicans have used the last year to shit all over everything Biden has tried to pass legislation on, no matter how bipartisan he tried to make it. No surprise he changed his mind.",random,1.48E+18,1.41875E+18,1,1,0.666666667,1,0.666666667,,,
10567,"@USER @USER How about the black, Asian and Latino families that hate CRT? Are they red-necks too?",active_learning,1.49558E+18,1.48247E+18,0,1,0.666666667,1,0.666666667,,,
10568,"the Globalists want the working generation with ethics and wisdom to shut up and die. WHAT EXACTLY IS IN THOSE VACCINES, ANYWAY? @LINK",twitter_features,1.11075E+18,13026532,0,0,0.666666667,0,0.666666667,,,
10569,"@USER @USER @USER @USER Why doesn't the United States send more people to Africa to aid, or let people move to Africa, rather than taking out a lot of money to help Africa, it is like taking their hard-earned money to raise a group of lazy people",perspective_features,1.49E+18,1.48737E+18,0,1,1,1,1,,,
